states_name,period_of_kind_loan,amount_outstanding_as_of_survey_date,source_of_kind_loan_doctor lawyers and other professionals,source_of_kind_loan_input supplier,source_of_kind_loan_other,source_of_kind_loan_relatives & friends
Odisha,,10000,0,0,0,0
Odisha,3.0,2200,0,0,1,0
Odisha,,2200,0,0,0,0
Odisha,3.0,1800,0,0,1,0
Odisha,,1800,0,0,0,0
Odisha,3.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,3.0,1100,0,0,1,0
Odisha,,1100,0,0,0,0
Odisha,1.0,700,0,0,1,0
Odisha,,700,0,0,0,0
Odisha,2.0,5000,0,1,0,0
Odisha,,5000,0,0,0,0
Odisha,2.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,1.0,350,0,0,1,0
Odisha,,350,0,0,0,0
Odisha,1.0,900,0,0,1,0
Odisha,,900,0,0,0,0
Odisha,1.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,2.0,400,0,0,1,0
Odisha,,400,0,0,0,0
Odisha,1.0,140,0,0,1,0
Odisha,,140,0,0,0,0
Odisha,1.0,300,0,0,1,0
Odisha,,300,0,0,0,0
Odisha,2.0,900,0,0,1,0
Odisha,,900,0,0,0,0
Odisha,1.0,350,0,0,1,0
Odisha,,350,0,0,0,0
Odisha,3.0,1100,0,0,1,0
Odisha,,1100,0,0,0,0
Odisha,1.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,4.0,1000,1,0,0,0
Odisha,,1000,0,0,0,0
Odisha,4.0,9890,0,1,0,0
Odisha,,9890,0,0,0,0
Odisha,1.0,420,0,1,0,0
Odisha,,420,0,0,0,0
Odisha,1.0,100,0,1,0,0
Odisha,,100,0,0,0,0
Odisha,5.0,3100,0,1,0,0
Odisha,,3100,0,0,0,0
Odisha,5.0,4320,0,1,0,0
Odisha,,4320,0,0,0,0
Odisha,4.0,1200,0,1,0,0
Odisha,,1200,0,0,0,0
Odisha,5.0,1300,0,1,0,0
Odisha,,1300,0,0,0,0
Odisha,1.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,2.0,6000,0,0,1,0
Odisha,,6000,0,0,0,0
Odisha,2.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,1.0,6000,0,0,1,0
Odisha,,6000,0,0,0,0
Odisha,3.0,5000,0,0,1,0
Odisha,,5000,0,0,0,0
Odisha,4.0,1500,0,0,1,0
Odisha,,1500,0,0,0,0
Odisha,1.0,35000,0,0,1,0
Odisha,,35000,0,0,0,0
Odisha,4.0,1500,0,0,1,0
Odisha,,1500,0,0,0,0
Odisha,3.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,4.0,3500,0,0,1,0
Odisha,,3500,0,0,0,0
Odisha,5.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,3.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,4.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,4.0,2500,0,0,1,0
Odisha,,2500,0,0,0,0
Odisha,2.0,700,0,0,1,0
Odisha,,700,0,0,0,0
Odisha,3.0,1750,1,0,0,0
Odisha,,1750,0,0,0,0
Odisha,2.0,600,0,0,1,0
Odisha,,600,0,0,0,0
Odisha,2.0,580,0,1,0,0
Odisha,,580,0,0,0,0
Odisha,4.0,8000,0,0,1,0
Odisha,,8000,0,0,0,0
Odisha,3.0,1200,0,0,1,0
Odisha,,1200,0,0,0,0
Odisha,2.0,650,0,0,1,0
Odisha,,650,0,0,0,0
Odisha,2.0,540,0,0,1,0
Odisha,,540,0,0,0,0
Odisha,2.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,2.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,4.0,3000,0,0,1,0
Odisha,4.0,24000,0,0,0,1
Odisha,,27000,0,0,0,0
Odisha,4.0,4700,0,1,0,0
Odisha,,4700,0,0,0,0
Odisha,5.0,12000,0,0,1,0
Odisha,1.0,1500,0,0,1,0
Odisha,,13500,0,0,0,0
Odisha,5.0,22076,0,0,1,0
Odisha,,22076,0,0,0,0
Odisha,5.0,10000,0,0,1,0
Odisha,,10000,0,0,0,0
Odisha,3.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,2.0,7000,0,0,1,0
Odisha,3.0,1400,0,0,1,0
Odisha,5.0,15000,0,0,1,0
Odisha,,23400,0,0,0,0
Odisha,3.0,1700,0,0,1,0
Odisha,,1700,0,0,0,0
Odisha,3.0,1850,0,0,1,0
Odisha,,1850,0,0,0,0
Odisha,2.0,1200,0,1,0,0
Odisha,,1200,0,0,0,0
Odisha,2.0,870,0,0,1,0
Odisha,,870,0,0,0,0
Odisha,3.0,900,0,0,1,0
Odisha,,900,0,0,0,0
Odisha,2.0,1300,0,1,0,0
Odisha,,1300,0,0,0,0
Odisha,4.0,1350,0,0,1,0
Odisha,,1350,0,0,0,0
Odisha,3.0,870,0,0,1,0
Odisha,,870,0,0,0,0
Odisha,2.0,750,0,1,0,0
Odisha,,750,0,0,0,0
Odisha,3.0,2000,0,1,0,0
Odisha,,2000,0,0,0,0
Odisha,4.0,1000,0,0,1,0
Odisha,,1000,0,0,0,0
Odisha,2.0,8000,0,1,0,0
Odisha,,8000,0,0,0,0
Odisha,4.0,7000,0,0,1,0
Odisha,,7000,0,0,0,0
Odisha,3.0,1000,1,0,0,0
Odisha,,1000,0,0,0,0
Odisha,4.0,5000,0,0,1,0
Odisha,2.0,1000,0,0,1,0
Odisha,,6000,0,0,0,0
Odisha,3.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,3.0,500,1,0,0,0
Odisha,,500,0,0,0,0
Odisha,3.0,1200,0,0,1,0
Odisha,,1200,0,0,0,0
Odisha,3.0,600,1,0,0,0
Odisha,,600,0,0,0,0
Odisha,5.0,1800,1,0,0,0
Odisha,,1800,0,0,0,0
Odisha,3.0,30000,0,0,1,0
Odisha,,30000,0,0,0,0
Odisha,2.0,1000,0,0,1,0
Odisha,,1000,0,0,0,0
Odisha,4.0,1000,0,0,1,0
Odisha,2.0,500,0,0,1,0
Odisha,,1500,0,0,0,0
Odisha,3.0,10000,0,0,1,0
Odisha,3.0,1500,0,0,1,0
Odisha,,11500,0,0,0,0
Odisha,2.0,2000,0,0,0,1
Odisha,3.0,2000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,1.0,1000,0,0,1,0
Odisha,1.0,1930,0,0,1,0
Odisha,,2930,0,0,0,0
Odisha,2.0,1340,0,0,1,0
Odisha,1.0,750,0,0,1,0
Odisha,,2090,0,0,0,0
Odisha,2.0,1000,0,0,1,0
Odisha,2.0,3000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,1.0,670,0,0,1,0
Odisha,,670,0,0,0,0
Odisha,5.0,2000,0,0,0,1
Odisha,1.0,720,0,0,1,0
Odisha,,2720,0,0,0,0
Odisha,1.0,960,0,0,1,0
Odisha,,960,0,0,0,0
Odisha,4.0,6000,0,0,1,0
Odisha,,6000,0,0,0,0
Odisha,4.0,10000,0,0,1,0
Odisha,,10000,0,0,0,0
Odisha,3.0,3000,0,0,1,0
Odisha,4.0,6000,0,0,1,0
Odisha,,9000,0,0,0,0
Odisha,5.0,9000,0,0,1,0
Odisha,,9000,0,0,0,0
Odisha,4.0,4000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,4.0,4000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,4.0,18000,0,0,1,0
Odisha,,18000,0,0,0,0
Odisha,4.0,48000,0,0,1,0
Odisha,,48000,0,0,0,0
Odisha,1.0,1300,1,0,0,0
Odisha,,1300,0,0,0,0
Odisha,2.0,600,0,0,1,0
Odisha,,600,0,0,0,0
Odisha,1.0,1100,0,0,1,0
Odisha,3.0,1500,0,0,1,0
Odisha,,2600,0,0,0,0
Odisha,5.0,7000,0,0,1,0
Odisha,,7000,0,0,0,0
Odisha,1.0,1350,0,0,1,0
Odisha,,1350,0,0,0,0
Odisha,2.0,1200,0,1,0,0
Odisha,,1200,0,0,0,0
Odisha,3.0,600,0,1,0,0
Odisha,5.0,1200,0,0,1,0
Odisha,,1800,0,0,0,0
Odisha,2.0,1600,0,0,1,0
Odisha,,1600,0,0,0,0
Odisha,4.0,3000,0,0,1,0
Odisha,4.0,800,0,0,1,0
Odisha,5.0,700,0,0,1,0
Odisha,,4500,0,0,0,0
Odisha,1.0,870,0,0,1,0
Odisha,,870,0,0,0,0
Odisha,4.0,8000,0,0,1,0
Odisha,,8000,0,0,0,0
Odisha,5.0,2500,0,0,1,0
Odisha,,2500,0,0,0,0
Odisha,3.0,440,0,0,1,0
Odisha,,440,0,0,0,0
Odisha,5.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,4.0,2700,0,0,1,0
Odisha,,2700,0,0,0,0
Odisha,3.0,2500,0,0,1,0
Odisha,,2500,0,0,0,0
Odisha,3.0,3000,0,0,1,0
Odisha,3.0,6000,0,0,1,0
Odisha,,9000,0,0,0,0
Odisha,4.0,4000,0,0,0,1
Odisha,3.0,100000,0,1,0,0
Odisha,,104000,0,0,0,0
Odisha,3.0,1500,0,0,1,0
Odisha,,1500,0,0,0,0
Odisha,3.0,1500,0,0,1,0
Odisha,,1500,0,0,0,0
Odisha,1.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,3.0,1000,0,0,0,1
Odisha,,1000,0,0,0,0
Odisha,2.0,850,0,0,1,0
Odisha,,850,0,0,0,0
Odisha,5.0,20000,0,0,1,0
Odisha,2.0,1000,0,0,1,0
Odisha,2.0,250,0,0,0,1
Odisha,,21250,0,0,0,0
Odisha,5.0,35000,0,0,1,0
Odisha,2.0,500,0,0,1,0
Odisha,,35500,0,0,0,0
Odisha,2.0,400,0,0,1,0
Odisha,,400,0,0,0,0
Odisha,1.0,9500,0,0,1,0
Odisha,,9500,0,0,0,0
Odisha,1.0,1200,0,0,1,0
Odisha,,1200,0,0,0,0
Odisha,1.0,2500,0,0,1,0
Odisha,,2500,0,0,0,0
Odisha,2.0,33000,0,0,1,0
Odisha,1.0,2500,0,0,1,0
Odisha,,35500,0,0,0,0
Odisha,4.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,1.0,750,0,0,1,0
Odisha,1.0,1800,0,0,1,0
Odisha,,2550,0,0,0,0
Odisha,1.0,780,0,0,1,0
Odisha,1.0,1280,0,0,1,0
Odisha,,2060,0,0,0,0
Odisha,4.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,4.0,5000,0,0,1,0
Odisha,,5000,0,0,0,0
Odisha,3.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,3.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,2.0,700,0,0,1,0
Odisha,,700,0,0,0,0
Odisha,3.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,3.0,700,0,0,1,0
Odisha,3.0,1000,0,0,1,0
Odisha,,1700,0,0,0,0
Odisha,2.0,1000,0,0,1,0
Odisha,,1000,0,0,0,0
Odisha,1.0,850,0,0,1,0
Odisha,,850,0,0,0,0
Odisha,3.0,600,0,0,1,0
Odisha,,600,0,0,0,0
Odisha,3.0,20000,0,1,0,0
Odisha,5.0,2500,0,0,1,0
Odisha,,22500,0,0,0,0
Odisha,3.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,2.0,1000,0,0,1,0
Odisha,2.0,700,0,0,0,1
Odisha,,1700,0,0,0,0
Odisha,2.0,600,0,0,0,1
Odisha,1.0,1400,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,3.0,1800,0,0,1,0
Odisha,,1800,0,0,0,0
Odisha,2.0,1200,0,0,1,0
Odisha,2.0,800,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,1.0,1400,0,0,1,0
Odisha,2.0,780,0,0,1,0
Odisha,,2180,0,0,0,0
Odisha,2.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,2.0,3500,0,0,1,0
Odisha,,3500,0,0,0,0
Odisha,2.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,2.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,5.0,100000,0,0,1,0
Odisha,5.0,33000,0,0,1,0
Odisha,,133000,0,0,0,0
Odisha,2.0,2500,0,0,1,0
Odisha,,2500,0,0,0,0
Odisha,2.0,600,0,0,1,0
Odisha,,600,0,0,0,0
Odisha,2.0,680,0,0,1,0
Odisha,,680,0,0,0,0
Odisha,2.0,1200,0,1,0,0
Odisha,,1200,0,0,0,0
Odisha,3.0,1600,0,1,0,0
Odisha,,1600,0,0,0,0
Odisha,2.0,1600,0,1,0,0
Odisha,,1600,0,0,0,0
Odisha,3.0,3200,0,1,0,0
Odisha,,3200,0,0,0,0
Odisha,2.0,1200,0,1,0,0
Odisha,,1200,0,0,0,0
Odisha,2.0,1500,0,1,0,0
Odisha,,1500,0,0,0,0
Odisha,2.0,1400,0,1,0,0
Odisha,,1400,0,0,0,0
Odisha,5.0,3820,0,0,1,0
Odisha,,3820,0,0,0,0
Odisha,5.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,5.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,3.0,4000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,5.0,2700,0,0,1,0
Odisha,,2700,0,0,0,0
Odisha,4.0,1500,0,0,1,0
Odisha,,1500,0,0,0,0
Odisha,2.0,850,0,1,0,0
Odisha,,850,0,0,0,0
Odisha,5.0,28000,0,0,1,0
Odisha,,28000,0,0,0,0
Odisha,4.0,17000,0,0,1,0
Odisha,,17000,0,0,0,0
Odisha,3.0,1200,0,0,1,0
Odisha,,1200,0,0,0,0
Odisha,4.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,3.0,500,0,1,0,0
Odisha,,500,0,0,0,0
Odisha,2.0,350,0,1,0,0
Odisha,,350,0,0,0,0
Odisha,2.0,790,0,0,1,0
Odisha,,790,0,0,0,0
Odisha,2.0,400,0,1,0,0
Odisha,,400,0,0,0,0
Odisha,4.0,3000,0,1,0,0
Odisha,,3000,0,0,0,0
Odisha,3.0,400,0,1,0,0
Odisha,,400,0,0,0,0
Odisha,1.0,300,0,1,0,0
Odisha,,300,0,0,0,0
Odisha,2.0,800,0,1,0,0
Odisha,,800,0,0,0,0
Odisha,2.0,2800,0,1,0,0
Odisha,,2800,0,0,0,0
Odisha,2.0,300,0,0,1,0
Odisha,,300,0,0,0,0
Odisha,2.0,350,0,0,1,0
Odisha,,350,0,0,0,0
Odisha,2.0,300,0,0,0,1
Odisha,,300,0,0,0,0
Odisha,3.0,100,0,1,0,0
Odisha,,100,0,0,0,0
Odisha,2.0,4000,0,1,0,0
Odisha,,4000,0,0,0,0
Odisha,2.0,600,0,1,0,0
Odisha,,600,0,0,0,0
Odisha,4.0,12000,1,0,0,0
Odisha,,12000,0,0,0,0
Odisha,2.0,1000,0,1,0,0
Odisha,,1000,0,0,0,0
Odisha,1.0,5000,0,1,0,0
Odisha,,5000,0,0,0,0
Odisha,1.0,800,0,1,0,0
Odisha,,800,0,0,0,0
Odisha,2.0,3000,0,1,0,0
Odisha,,3000,0,0,0,0
Odisha,4.0,25000,0,1,0,0
Odisha,,25000,0,0,0,0
Odisha,3.0,1000,0,0,1,0
Odisha,,1000,0,0,0,0
Odisha,2.0,500,0,1,0,0
Odisha,,500,0,0,0,0
Odisha,4.0,3000,0,1,0,0
Odisha,4.0,700,0,1,0,0
Odisha,,3700,0,0,0,0
Odisha,2.0,1500,0,1,0,0
Odisha,,1500,0,0,0,0
Odisha,4.0,5000,0,1,0,0
Odisha,,5000,0,0,0,0
Odisha,4.0,2000,0,1,0,0
Odisha,,2000,0,0,0,0
Odisha,4.0,1500,0,1,0,0
Odisha,,1500,0,0,0,0
Odisha,3.0,50000,0,1,0,0
Odisha,,50000,0,0,0,0
Odisha,4.0,40000,0,1,0,0
Odisha,3.0,20000,0,1,0,0
Odisha,,60000,0,0,0,0
Odisha,1.0,5000,0,0,0,1
Odisha,,5000,0,0,0,0
Odisha,2.0,1200,0,0,1,0
Odisha,2.0,1500,0,0,1,0
Odisha,,2700,0,0,0,0
Odisha,3.0,5000,0,1,0,0
Odisha,,5000,0,0,0,0
Odisha,2.0,2000,0,1,0,0
Odisha,,2000,0,0,0,0
Odisha,3.0,3500,0,1,0,0
Odisha,,3500,0,0,0,0
Odisha,3.0,3000,0,1,0,0
Odisha,3.0,6000,0,1,0,0
Odisha,,9000,0,0,0,0
Odisha,3.0,1000,0,1,0,0
Odisha,,1000,0,0,0,0
Odisha,5.0,16000,0,1,0,0
Odisha,,16000,0,0,0,0
Odisha,3.0,3000,0,1,0,0
Odisha,,3000,0,0,0,0
Odisha,3.0,2500,0,1,0,0
Odisha,,2500,0,0,0,0
Odisha,5.0,6000,0,1,0,0
Odisha,,6000,0,0,0,0
Odisha,3.0,800,0,1,0,0
Odisha,,800,0,0,0,0
Odisha,2.0,3500,0,1,0,0
Odisha,,3500,0,0,0,0
Odisha,2.0,2000,0,1,0,0
Odisha,,2000,0,0,0,0
Odisha,2.0,4000,0,1,0,0
Odisha,,4000,0,0,0,0
Odisha,1.0,1500,0,1,0,0
Odisha,,1500,0,0,0,0
Odisha,2.0,2500,0,1,0,0
Odisha,,2500,0,0,0,0
Odisha,5.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,4.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,5.0,5000,0,0,1,0
Odisha,,5000,0,0,0,0
Odisha,4.0,15000,0,1,0,0
Odisha,,15000,0,0,0,0
Odisha,4.0,14000,0,1,0,0
Odisha,,14000,0,0,0,0
Odisha,1.0,2437,0,0,1,0
Odisha,,2437,0,0,0,0
Odisha,2.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,3.0,2000,0,1,0,0
Odisha,,2000,0,0,0,0
Odisha,3.0,1500,0,0,1,0
Odisha,,1500,0,0,0,0
Odisha,3.0,1800,0,1,0,0
Odisha,,1800,0,0,0,0
Odisha,2.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,2.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,3.0,24000,0,0,1,0
Odisha,,24000,0,0,0,0
Odisha,2.0,6000,0,1,0,0
Odisha,,6000,0,0,0,0
Odisha,2.0,5000,0,1,0,0
Odisha,,5000,0,0,0,0
Odisha,4.0,8000,0,1,0,0
Odisha,,8000,0,0,0,0
Odisha,1.0,1200,0,1,0,0
Odisha,,1200,0,0,0,0
Odisha,4.0,3000,0,1,0,0
Odisha,,3000,0,0,0,0
Odisha,1.0,4000,0,1,0,0
Odisha,,4000,0,0,0,0
Odisha,2.0,2000,0,1,0,0
Odisha,,2000,0,0,0,0
Odisha,2.0,5000,0,1,0,0
Odisha,,5000,0,0,0,0
Odisha,2.0,5000,0,0,0,1
Odisha,,5000,0,0,0,0
Odisha,2.0,5000,0,0,0,1
Odisha,,5000,0,0,0,0
Odisha,2.0,5000,0,0,0,1
Odisha,,5000,0,0,0,0
Odisha,2.0,4000,0,0,0,1
Odisha,,4000,0,0,0,0
Odisha,1.0,700,0,0,1,0
Odisha,,700,0,0,0,0
Odisha,1.0,640,0,0,1,0
Odisha,,640,0,0,0,0
Odisha,1.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,1.0,390,0,0,1,0
Odisha,,390,0,0,0,0
Odisha,2.0,760,0,0,1,0
Odisha,,760,0,0,0,0
Odisha,1.0,430,0,0,1,0
Odisha,,430,0,0,0,0
Odisha,1.0,300,0,0,1,0
Odisha,,300,0,0,0,0
Odisha,1.0,150,0,0,1,0
Odisha,,150,0,0,0,0
Odisha,1.0,300,0,0,1,0
Odisha,,300,0,0,0,0
Odisha,1.0,680,0,0,1,0
Odisha,,680,0,0,0,0
Odisha,1.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,1.0,8000,0,0,1,0
Odisha,,8000,0,0,0,0
Odisha,1.0,320,0,0,1,0
Odisha,,320,0,0,0,0
Odisha,1.0,360,0,0,1,0
Odisha,,360,0,0,0,0
Odisha,2.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,1.0,400,0,0,1,0
Odisha,,400,0,0,0,0
Odisha,1.0,300,0,0,1,0
Odisha,,300,0,0,0,0
Odisha,2.0,700,0,0,1,0
Odisha,,700,0,0,0,0
Odisha,1.0,1100,0,0,1,0
Odisha,,1100,0,0,0,0
Odisha,1.0,300,0,0,1,0
Odisha,,300,0,0,0,0
Odisha,1.0,250,0,0,1,0
Odisha,,250,0,0,0,0
Odisha,4.0,1700,0,1,0,0
Odisha,,1700,0,0,0,0
Odisha,2.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,2.0,550,0,1,0,0
Odisha,,550,0,0,0,0
Odisha,2.0,700,0,1,0,0
Odisha,,700,0,0,0,0
Odisha,5.0,2500,0,1,0,0
Odisha,5.0,4000,0,1,0,0
Odisha,5.0,1400,0,1,0,0
Odisha,,7900,0,0,0,0
Odisha,2.0,4000,0,1,0,0
Odisha,,4000,0,0,0,0
Odisha,4.0,800,0,1,0,0
Odisha,,800,0,0,0,0
Odisha,4.0,800,0,1,0,0
Odisha,,800,0,0,0,0
Odisha,5.0,5000,0,0,1,0
Odisha,,5000,0,0,0,0
Odisha,3.0,2100,0,1,0,0
Odisha,,2100,0,0,0,0
Odisha,2.0,3200,0,0,1,0
Odisha,,3200,0,0,0,0
Odisha,3.0,2200,0,0,1,0
Odisha,,2200,0,0,0,0
Odisha,2.0,5200,0,0,1,0
Odisha,,5200,0,0,0,0
Odisha,2.0,900,0,0,1,0
Odisha,,900,0,0,0,0
Odisha,2.0,900,0,0,1,0
Odisha,,900,0,0,0,0
Odisha,2.0,1600,0,0,1,0
Odisha,,1600,0,0,0,0
Odisha,2.0,1700,0,0,1,0
Odisha,,1700,0,0,0,0
Odisha,3.0,3500,0,0,1,0
Odisha,,3500,0,0,0,0
Odisha,2.0,900,0,0,1,0
Odisha,,900,0,0,0,0
Odisha,2.0,850,0,0,1,0
Odisha,,850,0,0,0,0
Odisha,3.0,870,0,0,1,0
Odisha,,870,0,0,0,0
Odisha,3.0,1400,0,0,1,0
Odisha,,1400,0,0,0,0
Odisha,2.0,300,0,0,1,0
Odisha,,300,0,0,0,0
Odisha,3.0,1470,0,0,1,0
Odisha,,1470,0,0,0,0
Odisha,4.0,5000,0,0,1,0
Odisha,,5000,0,0,0,0
Odisha,4.0,700,0,0,1,0
Odisha,,700,0,0,0,0
Odisha,5.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,3.0,15000,0,1,0,0
Odisha,,15000,0,0,0,0
Odisha,4.0,6000,0,1,0,0
Odisha,,6000,0,0,0,0
Odisha,5.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,5.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,4.0,1000,0,0,1,0
Odisha,,1000,0,0,0,0
Odisha,5.0,4000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,5.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,5.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,5.0,1000,0,0,1,0
Odisha,,1000,0,0,0,0
Odisha,5.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,5.0,1000,0,0,1,0
Odisha,,1000,0,0,0,0
Odisha,5.0,7000,0,0,1,0
Odisha,,7000,0,0,0,0
Odisha,5.0,8000,0,0,1,0
Odisha,,8000,0,0,0,0
Odisha,5.0,6000,0,0,1,0
Odisha,,6000,0,0,0,0
Odisha,5.0,13000,0,0,1,0
Odisha,,13000,0,0,0,0
Odisha,2.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,2.0,1684,0,0,1,0
Odisha,,1684,0,0,0,0
Odisha,4.0,5000,0,0,1,0
Odisha,,5000,0,0,0,0
Odisha,4.0,4000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,4.0,9600,0,0,1,0
Odisha,,9600,0,0,0,0
Odisha,4.0,1500,0,0,1,0
Odisha,,1500,0,0,0,0
Odisha,4.0,25000,0,0,1,0
Odisha,,25000,0,0,0,0
Odisha,3.0,14000,0,0,1,0
Odisha,,14000,0,0,0,0
Odisha,4.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,2.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,5.0,6000,0,0,1,0
Odisha,,6000,0,0,0,0
Odisha,2.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,2.0,1500,0,0,1,0
Odisha,5.0,24000,0,0,1,0
Odisha,,25500,0,0,0,0
Odisha,4.0,10000,0,0,1,0
Odisha,,10000,0,0,0,0
Odisha,3.0,3000,0,0,1,0
Odisha,,3000,0,0,0,0
Odisha,3.0,1000,0,0,1,0
Odisha,,1000,0,0,0,0
Odisha,3.0,4000,0,0,1,0
Odisha,2.0,1000,0,0,1,0
Odisha,,5000,0,0,0,0
Odisha,5.0,25000,0,0,1,0
Odisha,,25000,0,0,0,0
Odisha,2.0,600,0,0,1,0
Odisha,,600,0,0,0,0
Odisha,4.0,7000,0,0,1,0
Odisha,,7000,0,0,0,0
Odisha,2.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,3.0,800,0,1,0,0
Odisha,,800,0,0,0,0
Odisha,5.0,10000,0,0,1,0
Odisha,,10000,0,0,0,0
Odisha,4.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,5.0,16000,0,0,1,0
Odisha,,16000,0,0,0,0
Odisha,2.0,700,0,0,1,0
Odisha,,700,0,0,0,0
Odisha,2.0,800,0,0,1,0
Odisha,,800,0,0,0,0
Odisha,2.0,500,0,0,1,0
Odisha,,500,0,0,0,0
Odisha,4.0,6000,0,1,0,0
Odisha,,6000,0,0,0,0
Odisha,3.0,2000,0,0,1,0
Odisha,2.0,2000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,3.0,8000,0,1,0,0
Odisha,,8000,0,0,0,0
Odisha,3.0,10000,0,1,0,0
Odisha,,10000,0,0,0,0
Odisha,5.0,20000,0,0,1,0
Odisha,,20000,0,0,0,0
Odisha,2.0,700,0,0,1,0
Odisha,2.0,1200,0,0,1,0
Odisha,,1900,0,0,0,0
Odisha,2.0,900,0,0,1,0
Odisha,,900,0,0,0,0
Odisha,2.0,650,0,0,1,0
Odisha,,650,0,0,0,0
Odisha,5.0,5000,0,0,1,0
Odisha,3.0,1900,0,0,1,0
Odisha,,6900,0,0,0,0
Odisha,3.0,2000,0,0,1,0
Odisha,,2000,0,0,0,0
Odisha,2.0,650,0,0,1,0
Odisha,2.0,2400,0,0,1,0
Odisha,,3050,0,0,0,0
Odisha,3.0,1700,0,0,1,0
Odisha,2.0,800,0,0,0,1
Odisha,,2500,0,0,0,0
Odisha,2.0,900,0,0,1,0
Odisha,3.0,2200,0,0,1,0
Odisha,,3100,0,0,0,0
Odisha,2.0,1600,0,0,1,0
Odisha,3.0,600,0,0,1,0
Odisha,,2200,0,0,0,0
Odisha,5.0,4000,0,0,1,0
Odisha,,4000,0,0,0,0
Odisha,3.0,10000,0,0,1,0
Odisha,,10000,0,0,0,0
Odisha,3.0,900,0,0,1,0
Odisha,,900,0,0,0,0
Odisha,5.0,7000,0,0,1,0
Odisha,,7000,0,0,0,0
Odisha,4.0,10000,0,0,1,0
Odisha,,10000,0,0,0,0
Odisha,3.0,15000,0,0,1,0
Odisha,3.0,2500,0,0,1,0
Odisha,,17500,0,0,0,0
Odisha,2.0,1200,0,0,1,0
Odisha,,1200,0,0,0,0
